Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Ordered_Time_Hour,Ordered_Time_Minute,distance
28,4.8,Fog,Low,2,Drinks,scooter,1.0,No,Urban,29,23,45,10.756961091860273
38,4.0,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,19,10,4.663438748149054
29,5.0,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,17,45,10.8682628201097
29,4.9,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,14,21,0,16.38598063528554
29,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,19,22,40,10.564987742503256
31,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,8,15,1.552587981794714
36,4.9,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,8,40,2.979626518993123
20,4.6,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,23,18,40,19.97664402115285
27,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,17,15,45,6.242753027029528
32,4.7,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,26,17,15,10.4332426099541
35,4.1,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,39,20,15,10.86821251710302
30,5.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,23,40,10.707006464770936
29,4.7,Windy,Low,2,Drinks,motorcycle,0.0,No,Urban,11,23,50,19.658727827948923
23,4.6,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,20,45,10.602467987619509
27,4.0,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Urban,20,23,35,9.192333207689474
23,4.5,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,27,23,45,13.96960642768458
21,3.7,Sunny,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,50,19,40,9.31403062822802
31,4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,42,20,40,10.757014337994882
30,4.7,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,17,8,45,1.5126000890232916
25,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,17,8,15,3.0877926036871326
24,4.8,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,9,40,1.5094402621798344
32,4.3,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,41,11,20,1.4687249859622196
27,4.7,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,23,17,20,7.862668167410368
39,4.9,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,10,45,2.981217855191797
38,5.0,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,17,30,7.772466272035551
32,5.0,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,26,10,45,1.5525809531926802
35,4.7,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,35,21,0,4719.476412072228
35,4.7,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,21,0,3.064485780676053
30,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,21,0,20.181172140809306
36,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,21,20,8.937880155829205
25,4.7,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,12,10,20,1.5725337292863206
22,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,16,21,50,4.674266565274251
30,4.6,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,22,20,14.15280068944862
25,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,21,0,13.612594236925654
39,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,16,25,6.2179328802641525
30,4.9,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,33,21,35,8.938197833558919
24,4.9,Sandstorms,High,0,Meal,motorcycle,0.0,No,Urban,31,13,45,6.037544630194255
25,5.0,Windy,High,2,Drinks,scooter,0.0,No,Urban,17,13,40,6.050033592458703
37,4.7,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,33,20,30,7.448363764234237
39,3.6,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,31,20,45,20.20593639018606
28,4.6,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,22,12,40,6.232189890723436
22,4.9,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,30,20,20,4.464864633689885
36,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,52,19,20,16.385045825961107
33,4.6,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,29,21,50,9.075228438646324
32,4.7,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,18,21,0,19.618968653878262
30,4.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,20,40,17.074116110019784
25,4.8,Windy,Jam,1,Drinks,motorcycle,0.0,No,Urban,18,20,20,13.830084721845328
29,4.8,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,12,22,20,7.772809995408273
38,4.5,Sandstorms,Jam,1,Snack,scooter,2.0,No,Metropolitian,36,20,50,17.29786575291325
31,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,18,45,17.074283280249404
23,4.7,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,44,21,35,20.176709024393567
33,4.3,Fog,Jam,2,Buffet,motorcycle,0.0,No,Urban,45,21,0,10.906470984869689
34,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,23,35,13.390975771120049
26,4.9,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,8,50,1.554508559519504
29,4.9,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,23,20,11.916582838288104
27,4.5,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,23,20,10.710903359654202
25,4.6,Stormy,High,1,Buffet,scooter,0.0,No,Urban,28,12,25,5.958965689667192
25,4.7,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,21,0,19.617929437389435
20,5.0,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,29,21,0,11.983647402103102
20,4.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,13,8,55,3.0406911398037053
23,4.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,21,0,9.12201685083382
22,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,22,10,11.923472540743209
25,4.9,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,24,20,20,7.762092914972186
35,4.8,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,27,11,20,3.116212741612218
21,4.6,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,20,55,20.253088868519526
38,3.7,Fog,Low,2,Snack,motorcycle,0.0,No,Urban,34,23,40,16.9032932130662
20,4.5,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,10,19,25,10.865675782880029
31,4.7,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,19,20,35,4.561269432005461
22,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,8,20,3.116247995629968
39,4.1,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,34,12,10,5.95776607270054
31,4.7,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,15,25,6.146243658393431
38,4.6,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,18,30,4.717601092054723
22,4.8,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,21,16,25,6.176331704964459
25,4.8,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,23,15,55,6.209021101535612
22,5.0,Sunny,High,2,Snack,scooter,1.0,No,Urban,10,21,0,3.104556052438096
28,4.5,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,23,20,35,10.427667505405807
24,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,21,0,11.916757259074618
28,4.7,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Urban,10,20,15,4.469310320115436
35,4.7,Fog,Jam,1,Meal,scooter,1.0,No,Urban,36,21,0,10.757499697083244
29,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,15,9,50,1.5525722988574742
38,4.7,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,31,21,25,9.12108977493757
22,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,8,15,3.116253656338934
34,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,19,30,13.63144919848171
22,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,19,30,10.707006464770936
39,4.7,Windy,Low,2,Meal,electric_scooter,1.0,No,Urban,21,22,35,9.348325936764454
35,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,33,20,35,9.32728515796102
34,4.5,Cloudy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,30,21,35,4.717601092054723
32,4.4,Stormy,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,42,19,45,11.91712870001259
26,5.0,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,21,45,16.72143013885536
38,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,10,55,2.9794951426843785
38,4.4,Cloudy,Medium,1,Drinks,scooter,2.0,Yes,Metropolitian,42,17,30,10.709003371535417
22,4.6,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,18,22,40,13.788747286078188
26,4.6,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,31,18,55,12.419724873245404
22,4.3,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,22,25,4.674280112157379
32,4.3,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,32,11,40,3.1214112858280707
35,4.6,Fog,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,21,45,4.68200408672251
32,4.6,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,16,22,15,14.0219570899938
37,4.7,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,16,30,6.210618493121404
33,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,9,40,3.018883117682491
34,5.0,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,24,23,35,13.77113289483828
26,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,23,18,35,4.674644234401863
34,4.5,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,15,11,30,3.040688634015558
20,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,14,20,15,8.937788557678179
37,4.3,Fog,Low,2,Buffet,scooter,0.0,No,Urban,35,23,15,19.88336063154585
39,4.6,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,13,55,6.040358133774023
20,4.5,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,18,10,13.788947117364543
35,5.0,Windy,Low,2,Drinks,scooter,0.0,No,Urban,23,8,20,1.5322531674035038
21,5.0,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,34,20,25,7.648690101362527
31,4.6,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,29,13,50,6.217883647558105
29,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,27,20,50,4.587980157997101
33,4.4,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,18,25,10.683845828892329
34,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,17,20,4.596317855297838
29,4.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,19,35,7.772039544673178
24,4.9,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,11,22,10,9.31563208704705
39,4.6,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,24,14,45,6.118471180690497
27,4.6,Stormy,High,2,Meal,scooter,0.0,No,Metropolitian,27,13,10,6.217735074214348
32,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,22,10,9.088078142011636
36,4.3,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,38,18,30,13.582342704260103
39,4.6,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,16,16,30,6.146764727341459
20,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,21,18,25,4.5409498250826665
30,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,15,15,6.232472211118879
31,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,19,40,11.916606438888204
20,4.7,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,14,10,30,3.073462803868858
35,4.5,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,21,35,4.663772762376294
30,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,21,35,7.762461854550194
24,4.2,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,17,50,13.970007989574006
36,4.9,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Urban,25,19,45,4.561152341209805
20,4.7,Windy,Low,1,Snack,scooter,1.0,No,Urban,15,23,40,13.40647565433019
34,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,10,55,3.059363454723932
33,4.6,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,21,23,20,19.97462742500737
26,4.2,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,31,20,45,13.58308621493501
23,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,23,40,20.85246594803466
34,4.1,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,38,21,55,4.657597469270872
27,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,17,45,16.65990378949706
25,4.5,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,12,23,35,13.680987399157162
22,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,22,35,7.562950099273998
24,4.8,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27,21,40,9.435201537430713
39,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,10,55,1.5092307910796248
35,4.2,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,36,21,45,10.880905305082544
33,4.7,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,26,23,30,10.42736760615815
28,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,14,21,0,7.546670729116101
39,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,9,20,3.0585736588579726
21,4.2,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,45,21,10,7.790489304769405
29,4.6,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,28,17,25,9.435201537430713
22,4.6,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,22,23,55,13.766192440641818
20,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,20,45,19.364277132208517
26,4.4,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,21,40,17.29786575291325
29,5.0,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,18,21,20,7.450185408246093
25,4.5,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,15,21,10,9.348325936764454
34,4.8,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,25,21,50,9.348298807291808
32,4.5,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,23,22,15,10.906036622245482
21,4.8,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Urban,10,8,10,1.5545440228107197
23,4.4,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34,18,15,13.612154686696366
21,4.9,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Urban,17,21,35,9.435201537430713
28,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,22,30,16.635770753608572
36,4.6,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,31,16,35,6.232373004507649
33,5.0,Windy,Jam,2,Snack,electric_scooter,1.0,No,Urban,30,19,40,7.762480218802449
28,5.0,Stormy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,17,11,45,1.5322647895213353
20,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,17,50,13.581198240269067
29,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,20,21,0,10.425475100056351
36,4.2,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,50,21,45,16.388699354723066
25,4.8,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,28,17,20,17.09819699771769
37,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,16,10,6.039377797768856
38,4.9,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,15,1,0,9.176379825815138
20,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,21,0,7.772241719523235
24,5.0,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,24,19,10,12.237791615217148
38,4.5,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,25,9,20,1.5524148945455951
30,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,8,15,1.5323511358881128
33,4.6,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,27,19,30,7.683918689074729
28,4.8,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,22,20,45,4.663772762376294
28,4.8,Fog,Low,2,Snack,electric_scooter,1.0,No,Urban,28,23,20,11.00773476374462
29,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,20,50,20.20634606758301
28,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,19,45,17.137407700371956
36,4.1,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,19,45,13.405971717381744
31,4.8,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,27,21,55,4.6741517745550425
23,4.7,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,19,15,10.587023705098993
27,5.0,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,10,20,3.145067434621583
35,4.7,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,19,21,0,3.0250984842245745
36,4.9,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,23,22,30,10.881431823102778
33,4.6,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,29,20,20,7.448086298120235
30,4.2,Cloudy,Medium,2,Meal,motorcycle,0.0,Yes,Urban,39,17,35,13.682511992314726
35,4.7,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,17,45,16.721288103917214
23,4.8,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,29,12,50,5.952938861056149
26,5.0,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,19,21,0,9.179538450826046
34,4.3,Fog,Jam,1,Buffet,scooter,0.0,No,Urban,37,19,10,12.435005114517455
29,4.4,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,48,13,50,6.208827615119002
21,4.9,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,18,10,25,1.5580841994904555
39,4.6,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,28,22,35,13.4284533778054
23,4.5,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,22,13,35,6.217851597564986
24,4.7,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,12,17,40,7.342480856061275
29,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,37,20,50,13.78666969363518
28,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,13,22,10,9.315024038998043
31,4.8,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,24,10,10,1.5125236323325255
20,4.9,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Urban,17,11,55,1.5580772559330351
26,4.8,Sunny,High,1,Snack,scooter,0.0,No,Urban,13,13,55,6.210543032489626
32,4.6,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,42,21,0,20.17829858184824
38,4.4,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,19,50,9.31283846749211
21,4.9,Fog,Low,1,Snack,scooter,1.0,No,Urban,27,22,50,17.138022132927368
33,5.0,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,32,11,15,3.109024397229972
37,4.0,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,18,10,16.720678992752937
27,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,10,25,1.5093571915760948
32,4.7,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,41,13,25,6.058923147526397
37,4.7,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,25,22,30,19.97436311932321
20,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,18,20,20.887815554987384
24,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,22,10,15,3.108902629159348
27,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,23,20,4.5282465767387095
21,4.9,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,14,21,0,1.5147453171152914
39,4.8,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,37,19,55,9.08800511371514
30,4.7,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,30,12,35,6.232321450753526
39,4.6,Fog,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,17,18,35,4.560903158461033
35,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,9,50,1.5581398113186735
32,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,32,18,15,4.464810553177668
30,4.6,Fog,Jam,1,Buffet,motorcycle,1.0,Yes,Metropolitian,45,21,30,16.659838319169715
29,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,22,20,4.471739409979227
32,4.8,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,30,15,35,6.209141643213009
35,4.8,Sunny,Jam,1,Meal,motorcycle,0.0,No,Urban,15,20,25,9.348448896833318
35,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Urban,23,10,25,1.5725337292863206
30,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,10,40,2.9376270171445986
39,4.2,Cloudy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,11,35,2.979502850576494
23,5.0,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,28,12,15,6.03744523636816
25,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,28,22,40,7.567742897860593
32,4.5,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,9,35,1.489829154062434
21,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,19,55,11.00773476374462
35,4.7,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,17,23,55,10.417030220680177
29,4.6,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,18,18,45,14.023232083084483
36,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,18,50,7.562267471532845
39,4.5,Stormy,High,2,Snack,scooter,1.0,No,Urban,26,12,30,6.08119089136717
29,4.8,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,18,40,12.116895848186624
27,4.3,Windy,High,0,Drinks,motorcycle,0.0,No,Urban,31,11,30,1.5204186010643506
32,4.5,Fog,Low,2,Snack,scooter,0.0,No,Urban,18,8,40,3.0406653633176117
21,5.0,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,23,22,55,4.596698554557205
35,4.9,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,29,23,55,20.85333460818602
25,4.7,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,12,18,55,9.348109676504626
24,4.5,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,13,9,20,1.5298253586323256
29,4.8,Cloudy,Low,1,Drinks,scooter,0.0,No,Urban,15,10,20,3.104686366912265
38,4.5,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,21,55,4.464734973807576
26,4.6,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,17,21,10,11.00773476374462
33,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,21,25,17.13751702263965
20,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Urban,17,22,15,7.490153546303699
22,4.9,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,29,23,20,16.72211837577326
28,4.7,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,25,17,50,16.72211869180285
35,4.7,Fog,Low,3,Buffet,scooter,2.0,No,Metropolitian,32,21,0,5202.601062074354
29,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12,23,15,10.757499697083244
29,4.5,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,23,21,55,17.29786575291325
28,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,17,22,25,13.428872375814215
29,4.7,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,12,17,35,13.765934616154562
28,4.8,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,26,20,40,10.565936169903516
37,4.6,Sunny,High,1,Drinks,motorcycle,0.0,No,Urban,23,13,55,6.209449516823057
23,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,9,30,1.5203573134022046
37,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,10,30,1.558137239175215
34,4.1,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,44,19,30,10.723286946137817
38,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,17,35,13.972194586930332
38,4.8,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,23,10,9.05610943030204
25,4.5,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,29,17,55,19.688553005364493
23,4.9,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,38,19,40,10.427571382480686
25,4.9,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,20,11,20,1.5581369822072066
31,4.9,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,25,18,25,4.596698554557205
21,4.8,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,15,22,25,4.588360239493078
32,4.9,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,19,12,55,6.058870515565882
25,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,8,15,3.121206743986265
26,3.9,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Urban,49,21,0,1.5299884479314707
27,4.6,Sunny,High,2,Snack,electric_scooter,0.0,No,Urban,16,11,15,1.5525569843004512
